"category","state","company_name","phone","address","city","state.1","postal_code","website","rating","reviews","sent","emailss","email","socials","ceo_name","description","avatar_url","performance_score","crawl_status","country","group","emails","phones","linkedin_url","twitter_url","facebook_url","instagram_url","meta_title","favicon_url","employee_count","founded_year","response_time_ms","crawl_error"
"Car Detailing","Orlando FL","Reflections Mobile Detail","(407) 545-9681","5011 Bayside Loop Apt 215","Oviedo, FL 32765","FL",32765.0,"http://reflectionsmobiledetailfl.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54, 06920406","","","","","Attention Required! | Cloudflare","","","",26734,""
"Used Car Parts","Philadelphia PA","Rewind Enterprises","(856) 324-0954","6 Maine Ave","Cherry Hill, NJ 08002","NJ",8002.0,"http://yellowpages.com/runnemede-nj/mip/applied-industrial-technologies-472722804","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",20381,""
"Towing","Birmingham AL","P & K Towing","(205) 369-3587","","","","","http://pktowingal.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","089070339, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",26538,""
"Tire Shops","Columbus OH","American Kenda Rubber Industrial","(614) 866-9803","7095 Americana Pkwy","Reynoldsburg, OH 43068","OH",43068.0,"http://www.kendatire.com/en-us","","64 Years","no","","","https://www.facebook.com/KendaTiresUSA, https://www.instagram.com/kendatire/, https://www.youtube.com/50KENDA","","Tires engineered for performance and value across a wide tire range of interests and applications for car, bicycle, light truck, van, trailer, uhp, wheelchair","",65,"success","USA","Auto Services","","2025 2026","","","https://www.facebook.com/KendaTiresUSA","https://www.instagram.com/kendatire/","Kenda Tire | Corporate","http://www.kendatire.com/favicon/favicon.ico","",2026.0,30989,""
"Oil Change","Indianapolis IN","Best-One of Indy","(317) 251-1296","2646 E 62nd St","Indianapolis, IN 46220","IN",46220.0,"http://bestoneindy.com","","40 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Oil Change","Columbus OH","Jeff Wyler Chevrolet of Columbus Service","(614) 321-3190","5955 Gender Rd","Canal Winchester, OH 43110","OH",43110.0,"https://www.jeffwylerchevroletofcolumbus.com/service-department2.htm?utm_source=google&utm_medium=organic&utm_campaign=google_my_business_service&utm_content=website_button","","15 Years","no","","columbusleads@wylerinternet.com","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Automotive Machine Shops","San Diego CA","Eastwood Machine","(619) 873-3660","9346 Abraham Way","Santee, CA 92071","CA",92071.0,"http://eastwoodmachine.com","","37 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Oil Change","Indianapolis IN","Best-One of Indy","(317) 849-4700","6362 E 82nd St","Indianapolis, IN 46250","IN",46250.0,"http://bestoneindy.com","","40 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Car Stereo Systems","Denver CO","William Parker","(303) 534-5401","2525 W 6th Ave","Denver, CO 80204","CO",80204.0,"http://williamhavugallery.com","","19 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Auto Glass Repair","Nashville TN","Affordale Auto Glass","(615) 477-6611","201 Middleton St Apt 104","Nashville, TN 37210","TN",37210.0,"http://yellowpages.com/nashville-tn/mip/auto-glass-now-nashville-8817516","","25 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2159,""
"Oil Change","Columbus OH","Tire Choice Auto Service Centers","(614) 920-4914","6215 Gender Rd","Canal Winchester, OH 43110","OH",43110.0,"https://locations.thetirechoice.com/oh/canal-winchester/6215-gender-rd","","26 Years","no","","","","","","",65,"success","USA","Auto Services","","","","","","","ERROR: The request could not be satisfied","","","",496,""
"Tire Shops","Indianapolis IN","Discount Tire","(317) 510-7891","120 Avon Village Pkwy","Avon, IN 46123","IN",46123.0,"https://www.discounttire.com/store/in/avon/s/1888","","13 Years","no","","","","","","",65,"success","USA","Auto Services","","","","","","","ERROR: The request could not be satisfied","","","",509,""
"Towing","Chicago IL","Cheap Tow Trucks","(312) 535-3005","5615 N Cumberland Ave","Chicago, IL 60631","IL",60631.0,"http://yellowpages.com/chicago-il/mip/chicago-private-towing-company-23384655","","","no","","","","","","",60,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",971,""
"Auto Glass Repair","Fort Lauderdale FL","Quality Auto Glass","(954) 507-4318","11000 Pembroke Rd","Miramar, FL 33025","FL",33025.0,"http://qualityautoglassfl.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54, 9739983","","","","","Attention Required! | Cloudflare","","","",1217,""
"Car Detailing","Tampa FL","Crystal Clear Auto Detail","(813) 618-8575","","Wesley Chapel, FL 33543","FL",33543.0,"http://crystalclearautodetail.localsearch.com","","13 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2933,""
"Auto Glass Repair","Tampa FL","Patriotic Glass","(813) 238-5710","4700 N Nebraska Ave","Tampa, FL 33603","FL",33603.0,"http://patrioticglass.localsearch.com","","68 Years","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1342,""
"Remanufactured Engines","San Jose CA","Albrae Auto Tech","(510) 770-0888","41565 Albrae St","Fremont, CA 94538","CA",94538.0,"http://albraeautotech.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1366,""
"Tire Shops","Indianapolis IN","Discount Tire","(317) 837-0566","2642 E Main St","Plainfield, IN 46168","IN",46168.0,"https://www.discounttire.com/store/in/plainfield/s/1444","","26 Years","no","","","","","","",65,"success","USA","Auto Services","","","","","","","ERROR: The request could not be satisfied","","","",620,""
"Auto Repair","Orlando FL","Tim's Custom Tinting","(407) 438-8989","11461 South Orange Blossom Trail","Orlando, FL 32837","FL",32837.0,"http://timscustomtintingfl.localsearch.com","","(6)","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1108,""
"Car Stereo Systems","Columbus OH","Metro Audio Video","(614) 861-5888","6475 E Main St Ste 114","Reynoldsburg, OH 43068","OH",43068.0,"http://yellowpages.com/reynoldsburg-oh/mip/metro-audio-video-27980093","","","no","","","","","","",60,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",616,""
"Towing","Chicago IL","Midway Towing Corp.","(773) 925-7809","","Chicago, IL 60632","IL",60632.0,"http://www.chicagocarwreckerservices.com","","(4)","no","","","","","","",55,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",651,""
"Auto Body Parts","Cincinnati OH","Wards Corner Collision","(513) 444-4725","421 Wards Corner Rd","Loveland, OH 45140","OH",45140.0,"http://yellowpages.com/loveland-oh/mip/caliber-collision-555811796","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1152,""
"Remanufactured Engines","San Francisco CA","Precision Motors","(510) 444-5353","3068 Broadway","Oakland, CA 94611","CA",94611.0,"http://www.precisionmotorsautorow.com","","(1)","no","","","","","","",55,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",778,""
"Auto Repair","Orlando FL","Rivian Service + Demo Center","(407) 558-3290","4000 Shader Rd","Orlando, FL 32808","FL",32808.0,"https://rivian.com/en-CA/spaces/orlando-north-service-demo-center?utm_medium=local-listing&utm_source=extnet&utm_campaign=yext&utm_content=SERVICE75","","","no","","","https://www.linkedin.com/company/rivian, https://www.instagram.com/rivianofficial, https://x.com/rivian, https://www.youtube.com/channel/UCPMdVVKDEUrbp3nH46sTZmg","","","",75,"success","USA","Auto Services","","","https://www.linkedin.com/company/rivian","https://x.com/rivian","","https://www.instagram.com/rivianofficial","","https://rivian.com/favicon.ico","",2025.0,860,""
"Car Detailing","Tampa FL","Top Dog Mobile Detailing South","(401) 561-7350","","","","","https://www.topdogmobiledetailingsouth.com","","19 Years","no","","upsmar29@gmail.com","","","","",60,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",1238,""
"Towing","Los Angeles CA","Jet Towing","(323) 784-3715","","Los Angeles, CA 90028","CA",90028.0,"http://jettowingca.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1732,""
"Auto Body Parts","Indianapolis IN","Finish Master","(818) 769-4344","","","","","http://finishmasterca.localsearch.com","","(1)","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2118,""
"Remanufactured Engines","San Jose CA","Cmk Automotive","(650) 493-1507","906 Industrial Ave","Palo Alto, CA 94303","CA",94303.0,"http://cmkautomotive.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1316,""
"Tire Shops","Indianapolis IN","Thrifty's Quality Used Tires & Towing","(317) 644-1275","","","","","http://thriftysqualityusedtirestowing.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1356,""
"Towing","Chicago IL","Alliance Towing & Services","(312) 502-5729","","Chicago, IL 60647","IL",60647.0,"http://alliancetowingservices.localsearch.com","","13 Years","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1365,""
"Car Detailing","Orlando FL","Perk It Up Mobile Detailing","(321) 420-3716","1950 S Ronald Reagan Blvd","Altamonte Springs, FL 32701","FL",32701.0,"http://perkitupmobiledetailing.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1375,""
"Car Detailing","Orlando FL","Detail Wiz","(407) 212-7530","60 S Virginia Ave","Winter Park, FL 32789","FL",32789.0,"http://detailwizfl.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1407,""
"Car Detailing","Tampa FL","Punctilious Auto Detailing","(941) 504-6530","","","","","http://punctiliousautodetailing.localsearch.com","","25 Years","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1640,""
"Auto Parts","Nashville TN","Abbe Auto Glass","(615) 333-9897","629 Harding Pl","Nashville, TN 37211","TN",37211.0,"http://abbeautoglass.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1771,""
"Car Detailing","Orlando FL","Reflextions Mobile Detailing","(352) 460-6745","","Minneola, FL 34715","FL",34715.0,"http://reflextionsmobiledetailing.localsearch.com","","(1)","no","","","","","","",55,"success","USA","Auto Services","","97402851003, 9740285100, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1841,""
"Car Detailing","Jacksonville FL","nuLook","(904) 482-8985","","","","","http://nulookfl.localsearch.com","","19 Years","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1880,""
"Towing","Los Angeles CA","Los Angeles Towing Company","(213) 444-7627","453 S Spring St","Los Angeles, CA 90013","CA",90013.0,"http://losangelestowingcompany.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1875,""
"Automotive Machine Shops","San Jose CA","MNC Precision","(408) 437-9034","1020 Commercial St","San Jose, CA 95112","CA",95112.0,"http://mncprecision.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","9740382, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1920,""
"Auto Glass Repair","Tampa FL","Prestige Auto & Truck Glass","(813) 352-8281","4615 N Lois Ave","Tampa, FL 33614","FL",33614.0,"http://prestigeautotruckglass553894247.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1934,""
"Remanufactured Engines","Austin TX","T and G Auto","(512) 228-0123","","Austin, TX 78745","TX",78745.0,"http://tandgautotx.localsearch.com","","18 Years","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1946,""
"Tire Shops","Memphis TN","Hart Tire Service","(870) 735-1878","9133 Us Highway 70","Marion, AR 72364","AR",72364.0,"http://harttireservice.localsearch.com","","38 Years","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1967,""
"Towing","Louisville KY","no limit towing and recovery","(502) 594-7525","4105 Carbine Ln","Louisville, KY 40229","KY",40229.0,"http://nolimittowingandrecovery.localsearch.com","","(10)","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1980,""
"Tire Shops","Columbus OH","AB-Tires","(614) 262-6663","2300 Cleveland Ave","Columbus, OH 43211","OH",43211.0,"http://abtiresoh.localsearch.com","","","no","","","","","","",55,"success","USA","Auto Services","","9740395, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1979,""
"Used Car Parts","Denver CO","Ajax Auto Parts Inc","(303) 420-3696","8888 W 51st Ave","Arvada, CO 80002","CO",80002.0,"http://ajaxautopartsinc.localsearch.com","","(3)","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",1992,""
"Towing","Birmingham AL","Trapp's Towing & Recovery Service","(205) 317-6181","","","","","http://trappstowingrecoveryservice.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2003,""
"Tire Shops","Indianapolis IN","Sandra's Hairbraiding","(317) 292-9004","8141 Pendleton Pike","Indianapolis, IN 46226","IN",46226.0,"http://sandrashairbraiding.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2023,""
"Used Car Parts","Miami FL","Volksmasters","(305) 823-5112","9803 NW 80th Ave","Miami Lakes, FL 33016","FL",33016.0,"http://volksmasters.localsearch.com","","(3)","no","","","","","","",50,"success","USA","Auto Services","","97404903, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2034,""
"Remanufactured Engines","San Francisco CA","Bud's Auto Clinic","(650) 873-6700","1254 Montgomery Ave","San Bruno, CA 94066","CA",94066.0,"http://budsautoclinicca.localsearch.com","","(1)","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2057,""
"Towing","Los Angeles CA","Citywide Towing Inc","(323) 582-7200","","","","","http://citywidetowinginc457881208.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2050,""
"Used Car Parts","Miami FL","Target Used Auto Parts","(305) 687-6949","12881 Port Said Rd","Opa Locka, FL 33054","FL",33054.0,"http://targetusedautoparts.localsearch.com","","46 Years","no","","","","","","",50,"success","USA","Auto Services","","97403873496, 9740387349, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2064,""
"Auto Glass Repair","Fort Lauderdale FL","Totally Low Price Auto Glass","(954) 654-7923","1700 NW 66th Ave","Plantation, FL 33313","FL",33313.0,"http://totallylowpriceautoglass.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","9740398465, 974039846552, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2076,""
"Towing","Los Angeles CA","In City Towing","(323) 999-5466","1161 Olancha Dr","Los Angeles, CA 90065","CA",90065.0,"http://incitytowing.localsearch.com","","22 Years","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2092,""
"Towing","Los Angeles CA","Camino Towing","(323) 784-3787","","Los Angeles, CA 90036","CA",90036.0,"http://caminotowingca.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2115,""
"Towing","Los Angeles CA","Official Police Garage Assn-Los","(805) 624-0572","801 S Figueroa St","Los Angeles, CA 90017","CA",90017.0,"http://www.opgla.com","","","no","","","","","","",50,"success","USA","Auto Services","","","","","","","Home Page - Official Police Garage Association of Los Angeles, Inc.","","",2026.0,1342,""
"Remanufactured Engines","Nashville TN","Mid Ten Automotive Repair","(615) 995-1215","1307 S Lowry St","Smyrna, TN 37167","TN",37167.0,"http://midtenautomotiverepair.localsearch.com","","(1)","no","","","","","","",50,"success","USA","Auto Services","","9742197, 156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2236,""
"Towing","Louisville KY","Barrickman's Towing","(502) 222-9285","","","","","http://barrickmanstowing.localsearch.com","","","no","","","","","","",50,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",2314,""
"Car Stereo Systems","Columbus OH","Bose","(614) 475-8565","155 Easton Town Ctr","Columbus, OH 43219","OH",43219.0,"https://www.bose.com/en_us/locations/s/easton","","","no","","","https://www.instagram.com/bose/, https://x.com/bose, https://www.facebook.com/Bose/, https://www.youtube.com/user/bose, https://tiktok.com/@bose","","Experience the latest in sound innovation. Shop Bose headphones, speakers, soundbars, and more, supported by premium customer service. Sound is Power.","https://www.bose.com/on/demandware.static/Sites-Bose_US-Site/-/default/dw132671bf/images/logo.svg",60,"success","USA","Auto Services","","","","https://x.com/bose","https://www.facebook.com/Bose/","https://www.instagram.com/bose/","Headphones, Earbuds, Speakers, Soundbars, & More
        | Bose","https://www.bose.com/on/demandware.static/Sites-Bose_US-Site/-/default/dw2845261c/images/favicons/favicon.ico","","",4135,""
"Towing","Chicago IL","J C Towing & Recovery Inc","(872) 270-7781","9755 S Commercial Ave","Chicago, IL 60617","IL",60617.0,"http://jctowingrecoveryinc.localsearch.com","","1 Yearwith","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4629,""
"Used Car Parts","Philadelphia PA","Patriot Automotive Inc","(856) 728-2018","1999 Cooper St","Camden, NJ 08105","NJ",8105.0,"http://patriotautomotiveinc.localsearch.com","","31 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4673,""
"Remanufactured Engines","San Jose CA","TLS Automotive Electrical","(510) 656-7400","3824 Union St Unit 1","Fremont, CA 94538","CA",94538.0,"http://tlsautomotiveelectrical.localsearch.com","","42 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4711,""
"Tire Shops","Columbus OH","Tyrezone Used Tire","(614) 239-8040","3163 E Main St","Columbus, OH 43213","OH",43213.0,"http://tyrezoneusedtire.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4731,""
"Towing","Birmingham AL","Big Wallys Wrecker Service","(205) 405-1282","","","","","http://bigwallyswreckerserviceal.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4782,""
"Auto Body Shops","New York NY","Auto Trend Barn Inc","(212) 866-2500","1908 Park Ave","New York, NY 10035","NY",10035.0,"http://autotrendbarninc.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4727,""
"Auto Repair","Tampa FL","Tampa Bay Engine Shop","(813) 443-5855","","Tampa, FL 33612","FL",33612.0,"http://www.tampabayengineshop.com","","(2)","no","","","","","Tampa Bay Engine Shop. Engines Rebuilt and Installed as low as $2995.00! All Work Comes With A Full Warranty.","",55,"success","USA","Auto Services","","813-443-5855","","","","","Tampa Bay Engine Shop","","","",4208,""
"Auto Glass Repair","Fort Lauderdale FL","Shaw Glass & Window","(561) 768-1780","1111 SE 5th St","Deerfield Beach, FL 33441","FL",33441.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Auto Glass Repair","Fort Lauderdale FL","Sunny Shine Auto Glass","(954) 857-5323","291 NW 1st St","Deerfield Beach, FL 33441","FL",33441.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Oil Change","Columbus OH","Mr Tire Auto Service Centers","(614) 436-7025","4636 Karl Rd","Columbus, OH 43229","OH",43229.0,"http://locations.mrtire.com/oh/columbus/4636-karl-road.html?utm_source=yext&utm_medium=local&utm_campaign=yext-local","","69 Years","no","","","","","","",40,"success","USA","Auto Services","","","","","","","ERROR: The request could not be satisfied","","","",4903,""
"Auto Glass Repair","Fort Lauderdale FL","Steve's Auto Glass","(954) 573-2937","3714 NW 16th St","Lauderhill, FL 33311","FL",33311.0,"http://stevesautoglassfl.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4941,""
"Tire Shops","Indianapolis IN","I-70 Truck Repair","(800) 227-0127","","","","","http://i70truckrepair.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5015,""
"Towing","Birmingham AL","Rapid Towing","(205) 586-4829","","","","","http://rapidtowing472129574.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5164,""
"Auto Body Parts","Fort Lauderdale FL","Creative Colors & Concepts Inc","(954) 473-8028","7001 SW 21st Pl","Davie, FL 33317","FL",33317.0,"http://creative-colors-concepts-inc.hub.biz","","37 Years","no","","","https://twitter.com/share, http://www.facebook.com/hubbiz","","View Creative Colors & Concepts in Davie. View Phone, Address, Reviews, Complaints, Compliments and Similar Businesses to Creative Colors & Concepts","https://hubbiz.net/images/business_logo.png",65,"success","USA","Auto Services","","(954) 473-8028, 954) 473-8028, 2011-2026","","https://twitter.com/share","http://www.facebook.com/hubbiz","","Creative Colors &amp; Concepts, Auto Body Repair, 7001 Sw 21st Pl Ste","https://hubbiz.net/images/favicon.ico","",1989.0,4608,""
"Remanufactured Engines","Memphis TN","Dozer Hand Cleaner","(901) 644-9605","7108 Autumn Forrest Dr","Memphis, TN 38125","TN",38125.0,"https://nan","","10 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Car Wheels","Denver CO","Four Seasons Automotive","(303) 986-5202","1801 S Wadsworth Blvd","Lakewood, CO 80232","CO",80232.0,"https://www.fourseasonsautomotive.com","","(3)","no","","","","","","",55,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4816,""
"Auto Glass Repair","Jacksonville FL","Auto Glass Plus Of N Fl Inc","(904) 261-6337","","","","","https://jacksonvilleautoglassrepairs.com","","","no","","","","","","",50,"success","USA","Auto Services","","","","","","","403 Forbidden","","","",5396,""
"Car Detailing","Tampa FL","MPres Mobile Detailing","(813) 480-2613","","Brandon, FL 33510","FL",33510.0,"http://www.autodetailtampa.com","","(4)","no","","user@domain.com, mpres1@aol.com","https://www.facebook.com/mpresmobilervdetailing/","","Professional mobile RV detailing services including wash, wax, ceramic 
coatings, oxidation removal, and roof coatings in Tampa Bay and surrounding 
areas.","http://static1.squarespace.com/static/68a60b7fda7a876d2e58bb02/t/68a60f0f286dcc29c8e7ed6d/1755713295972/5e8030f5-222f-4188-b199-45b49be6f362.png?format=1500w",65,"success","USA","Auto Services","mpres1@aol.com","813)480-2613, (813)480-2613, (813) 480-2613","","","https://www.facebook.com/mpresmobilervdetailing/","","Mpres Mobile RV Detailing | Enhance and Protect Your RV Today","https://images.squarespace-cdn.com/content/v1/68a60b7fda7a876d2e58bb02/be4b5165-ada0-477c-9843-97888562e422/favicon.ico?format=100w","","",5441,""
"Auto Glass Repair","Fort Lauderdale FL","Fort Lauderdale Quick Auto Glass","(954) 247-1989","1375 NW 40th Ave","Lauderhill, FL 33313","FL",33313.0,"http://fortlauderdalequickautoglass.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5906,""
"Towing","Los Angeles CA","Yoko Towing","(213) 293-3013","1200 N Mansfield Ave","Los Angeles, CA 90038","CA",90038.0,"http://yokotowing.localsearch.com","","12 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5909,""
"Remanufactured Engines","Dallas TX","B J Shop","(214) 541-2015","131 SE 14th St","Grand Prairie, TX 75050","TX",75050.0,"http://bjshop.localsearch.com","","8 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",5961,""
"Car Detailing","Orlando FL","Doggie Detail by Shear Magic","(407) 644-2858","908 S Orlando Ave","Winter Park, FL 32789","FL",32789.0,"http://doggiedetailbyshearmagic.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6000,""
"Auto Glass Repair","Jacksonville FL","Ever's Glass","(904) 638-1949","8033 N Main St","Jacksonville, FL 32208","FL",32208.0,"http://eversglassfl.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6040,""
"Auto Glass Repair","Nashville TN","Glass Doctor of Nashville","(615) 678-0569","2150 Utopia Ave","Nashville, TN 37211","TN",37211.0,"https://glassdoctor.com/nashville?cid=LSTL_MGD000251","","","no","","","","","","",50,"success","USA","Auto Services","","","","","","","Just a moment...","","","",5344,""
"Towing","Chicago IL","Chicago Towing","(773) 910-6050","3940 N Clark St","Chicago, IL 60613","IL",60613.0,"http://chicagotowing.localsearch.com","","(2)","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6244,""
"Car Detailing","Tampa FL","A MRP Mobile Detailing","(813) 286-1159","124 S Lauber Way","Tampa, FL 33609","FL",33609.0,"http://amrpmobiledetailing.localsearch.com","","21 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6216,""
"Auto Body Parts","Memphis TN","Memphis Collision of Cordova","(901) 757-9992","9243 Cordova Park Rd","Cordova, TN 38018","TN",38018.0,"http://www.memphiscollisionofcordova.com","","(8)","no","","","","","Memphis Collision of Cordova","",50,"success","USA","Auto Services","","","","","","","Memphis Collision of Cordova","https://memphiscollisionofcordova.com/wp-content/themes/betheme/images/favicon.ico","","",6347,""
"Remanufactured Engines","Dallas TX","Hernandez Auto Repair","(972) 278-0829","2019 15th St","Garland, TX 75041","TX",75041.0,"http://yellowpages.com/garland-tx/mip/murdock-sons-automotive-480941667","","32 Years","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",4369,""
