"name","website","state","emailee","email","descriptione","scraped_socials","ceo_name","email_status","emails","socials","ceo_name","description","avatar_url","performance_score","crawl_status"
"Seven Days Roofing Company","http://sevendaysroofingcompany550663150.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Summit Roofing & Renovation","http://summitroofingrenovation.localsearch.com","San Bernardino","","","","","Unknown","","","","","","",50,"success"
"Mn Roofing & Remodeling","http://mnroofingremodeling.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"Rooftop Roofing","http://rooftoproofing550714016.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Shamrock Roofing Services","https://www.shamrockroofingservices.com","Chandler","","error","","","","","shamrockroofing@live.com, user@domain.com","https://www.instagram.com/shamrock_roofing/, https://www.facebook.com/shamrockroofingservices","","Shamrock Roofing Services, LLC - SERVING THE GREATER PHOENIX METRO AREA - 
We take pride in honesty and the highest quality of workmanship and 
customer service.","https://images.squarespace-cdn.com/content/v1/5f35522a35366e122f0f55ad/1603144008482-T2N2EU0D41RH2E4M9LIJ/favicon.ico?format=100w",85,"success"
"Blue Sky Roofing","http://blueskyroofingaz.com","Chandler","","","Mesa AZ Roofers near me 85201, 85204, (480) 741-8879, new roof installation services. Emergency Roof Repair, Storm Damage Roof Repair, Roof Leak Detection & Repair Experts","","Unknown","","","","","Mesa AZ Roofers near me 85201, 85204, (480) 741-8879, new roof installation services. Emergency Roof Repair, Storm Damage Roof Repair, Roof Leak Detection & Repair Experts","http://blueskyroofingaz.com/images/new-roof-installation-mesa-favicon-85201.png",60,"success"
"Roofing & Gutter Installation","http://yellowpages.com/fresno-ca/mip/on-top-roofing-14790835","Fresno","","","","","Unknown","","","","","","",65,"success"
"Santos Roofing Solutions Inc","https://santossolutionsinc.com","Fontana","","","Trust Santos Roofing Solutions Inc. for expert Foam Roofing Services in Bloomington, CA 92316. Enhance your property today; contact us for reliable solutions.","https://www.facebook.com/people/Santos-Roofing-solucion-INC/61568174802801/#","Unknown","","","https://www.facebook.com/people/Santos-Roofing-solucion-INC/61568174802801/#","","Trust Santos Roofing Solutions Inc. for expert Foam Roofing Services in Bloomington, CA 92316. Enhance your property today; contact us for reliable solutions.","https://santossolutionsinc.com/wp-content/uploads/2025/10/Foam-Roofing.webp",75,"success"
"Leakmaster Roofing","https://www.facebook.com/leakmaster","Honolulu","","","","","Unknown","","","","","","https://static.xx.fbcdn.net/rsrc.php/y1/r/ay1hV6OlegS.ico",50,"success"
"American Handyman Plus","http://www.americanhandymanplus.com","Chesapeake","","your@email.com","Expert roof repairs and home maintenance in Virginia Beach. Reliable, professional handyman services at American Handyman Plus. Contact us for quality roofing and home repairs.","","Unknown","","your@email.com","","","Expert roof repairs and home maintenance in Virginia Beach. Reliable, professional handyman services at American Handyman Plus. Contact us for quality roofing and home repairs.","https://irp-cdn.multiscreensite.com/c2b501f6/site_favicon_16_1615590955176.ico",70,"success"
"Elevation Roofing & Restoration","https://houston-tx.elevationrr.com","Houston","","info@elevationrr.com","","https://www.linkedin.com/in/clay-broadwater-02795a137, https://www.facebook.com/pages/category/Roofing-Service/Elevation- Roo%EF%AC%81ng-Restoration-LLC-1859623377676447/","Unknown","","info@elevationrr.com","https://www.linkedin.com/in/clay-broadwater-02795a137, https://www.facebook.com/pages/category/Roofing-Service/Elevation- Roo%EF%AC%81ng-Restoration-LLC-1859623377676447/","","","https://houston-tx.elevationrr.com/favicon.png",75,"success"
"Monarch Roofing Systems","http://monarchroofingsystemsaz.localsearch.com","Chandler","","","","","Unknown","","","","","","",50,"success"
"Premier Roofing","http://premierroofingca.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Robinson Family Roof Repair","https://robinsonroofrepair.com","Nashville","","","Robinson Family Roof Repair: Reliable roofing services in Nashville, TN. Emergency storm damage repair, leaks & more. Fast, efficient & affordable solutions.","","Unknown","","","","","Robinson Family Roof Repair: Reliable roofing services in Nashville, TN. Emergency storm damage repair, leaks & more. Fast, efficient & affordable solutions.","https://robinsonroofrepair.com/images/robinsonroofrepair-Favicon-0.png",70,"success"
"Stock Roofing","http://stockroofing.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"Best Roofing & Construction","http://www.bestroofingca.com","San Francisco","","","Best Roofing & Construction offers honest pricing, safe project sites and thorough professionalism when it comes to new commercial or residential roof installations. Best Roofing serves in Oakland and San Francisco in Bay Area.","","Unknown","","","","","","",0,"timeout"
"Meis Roofing","http://www.meisroofing.com/service-areas/roofers-houston-tx","Houston","","error","","","","","","","","","",0,"timeout"
"PLUS THERAPEUTICS, Inc","https://ir.plustherapeutics.com","Houston","","error","","","","","","","","","",0,"timeout"
"The Austin Roof Top","http://theaustinrooftop.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Jones Roofing","http://jonesroofingtn.localsearch.com","Nashville","","","","","Unknown","","","","","","",50,"success"
"Johnson Milton L Roofing & Remodeling","","Minneapolis","","","","","","","","","","","",0,"error"
"Maverick Roofing And Exteriors","https://maverickroofingaz.com","Chandler","","jt@maverickroofingaz.com, flags@2x.png","Looking for reliable roofing in Gilbert, AZ? Maverick Roofing & Exteriors offers roof installation, repairs, and underlayment replacement with trusted local expertise.","https://www.instagram.com/maverick_roofing_and_exteriors/?hl=en, https://facebook.com","Unknown","","flags@2x.png, jt@maverickroofingaz.com","https://facebook.com, https://www.instagram.com/maverick_roofing_and_exteriors/?hl=en","","Looking for reliable roofing in Gilbert, AZ? Maverick Roofing & Exteriors offers roof installation, repairs, and underlayment replacement with trusted local expertise.","https://storage.googleapis.com/msgsndr/H6dmoBvucN0t851Y4HPr/media/684b79d2869388ddda12a09f.png",75,"success"
"Copper West Roofing","https://copperwestroofing.com","Chandler","","error","","","","","","","","","https://copperwestroofing.com/wp-content/uploads/2025/02/favicon-150x150.png",50,"success"
"Houston Roofing Contractor","https://bestroofinghoustontx.com","Houston","","info@example.com, info@bestroofinghoustontx.com","Houston's Premier Roofing Experts Offering Top-Tier Residential & Commercial Roofing Solutions – Call Now for a Free Estimate!","","Unknown","","info@bestroofinghoustontx.com, info@example.com","","","Houston's Premier Roofing Experts Offering Top-Tier Residential & Commercial Roofing Solutions – Call Now for a Free Estimate!","https://bestroofinghoustontx.com/wp-content/uploads/2025/03/cropped-logo-32x32.png",85,"success"
"CUT Pros Roofers","https://cutprosroofers.com","Nashville","","error","","","","","","","","","",0,"error"
"California Building Products Inc","http://calbp.com","Fresno","","error","","","","","info@calbp.com","","","Professional and reliable fireplaces, insulation and gutters.","",60,"success"
"QHI Roofing Contractor","http://qhiroofingcontractor.localsearch.com","Fontana","","","","","Unknown","","","","","","",50,"success"
"Johnson Co Inc","http://johnsoncoinc.localsearch.com","Nashville","","","","","Unknown","","","","","","",50,"success"
"SF Roof Specialists","https://sanfranciscoroofspecialists.homes","San Francisco","","","Choose San Francisco Roof Specialists in San Francisco, CA for expert emergency roofing services, including storm damage repair and leak solutions. Contact us today!","","Unknown","","","","","Choose San Francisco Roof Specialists in San Francisco, CA for expert emergency roofing services, including storm damage repair and leak solutions. Contact us today!","https://sanfranciscoroofspecialists.homes/wp-content/uploads/sanfranciscocaliforniafavicon-0.png",70,"success"
"John Haley #1 Roofer","","Minneapolis","","","","","","","","","","","",0,"error"
"DMW Construction","","Fort Wayne","","","","","","","","","","","",0,"error"
"John Haley #1 Roofer LLC","","Minneapolis","","","","","","","","","","","",0,"error"
"Quality First Home Improvement, Inc","https://www.qualityfirsthome.com/about-us/locations/california/fresno-ca","Fresno","","","","","Unknown","","","","","","",60,"success"
"Arrow Roofing & Solar","https://arrowroofingandsolar.biz","Nashville","","error","","","","","","","","","",0,"error"
"Stevan Buren Commercial Roofing Houston","https://www.stevanburen.com/commercial/locations/commercial-roofing-houston-tx","Houston","","8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","Call Houston’s reputable commercial roofing contractor. Expert repairs, replacements, & maintenance. Prioritizing quality & safety. Free inspections & estimates","https://www.facebook.com/StevanBurenRoofing/, https://www.instagram.com/stevanburenrwf","Unknown","","ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, office@stevanburen.com","https://www.facebook.com/StevanBurenRoofing/, https://www.instagram.com/stevanburenrwf","","Call Houston’s reputable commercial roofing contractor. Expert repairs, replacements, & maintenance. Prioritizing quality & safety. Free inspections & estimates","https://static.wixstatic.com/media/12d5ec_7bd75ac965c8422091be97407a8dd74e%7Emv2.png/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/12d5ec_7bd75ac965c8422091be97407a8dd74e%7Emv2.png",75,"success"
"Aloha Roofing Inc","http://www.aloharoofinginc.com/contactus.html","Honolulu","","","HTML framework description","","Unknown","","","","","HTML framework description","",60,"success"
"Dalsin B L Roofing","http://bldalsinroofing.com","Minneapolis","","info@bldalsinroofing.com, web-design-by-zachry-digital-light@2x.png","","https://www.instagram.com/bldalsinroofing/, https://twitter.com/BLDalsin, https://www.linkedin.com/company/3584294/","Unknown","","info@bldalsinroofing.com, web-design-by-zachry-digital-light@2x.png","https://www.facebook.com/pages/BL-Dalsin-Roofing/411561532297751, https://twitter.com/BLDalsin, https://www.instagram.com/bldalsinroofing/","","","https://www.bldalsinroofing.com/wp-content/uploads/2020/03/BL-Dalsin-logo-1-150x150.png",65,"success"
"Armor Exteriors","http://www.armorexteriorsllc.com","Fort Wayne","","error","","","","","","","","","",0,"error"
"Galeas Roofing","https://galeasroofing.com/contact-us","San Francisco","","","","","Unknown","","","","","","",60,"success"
"Mobile Coatings & Maintenance","http://mobilecoatingsmaintenance.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Right-Way Roofing & Remodeling Inc","http://rightwayroofingremodelinginc.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"Firebird Exteriors Roofing & Gutters","https://arizonanewroof.com","Chandler","","","","","Unknown","","","","","","data:;",60,"success"
"RMJ Contracting Amish Craftsman","http://rmjcontractingamishcraftsman.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"National Roofing Inc","https://www.nationalroofingcorp.com","Honolulu","","your@email.com, info@nationalroofingcorp.com","National Roofing Corporation offers commercial roofing for the Virginia Beach, VA, area. Call us today at (757) 465-1188 for a free quote.","","Unknown","","your@email.com, info@nationalroofingcorp.com","","","National Roofing Corporation offers commercial roofing for the Virginia Beach, VA, area. Call us today at (757) 465-1188 for a free quote.","https://irp.cdn-website.com/81a9d37b/site_favicon_16_1619600279982.ico",80,"success"
"Plymouth Roofing & Insulation","http://plymouthroofinginsulation.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"SouthEnd Exteriors","https://southendexteriors.com","Nashville","","","","","Unknown","","","","","","",60,"success"
"Jw Construction & Roofing Repair","http://jwconstructionroofingrepair.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"DS Bahr Construction  Inc.","","Minneapolis","","","","","","","","","","","",0,"error"
"On Top Roofing","https://www.ontoproofinghawaii.com","Honolulu","","kimot@live.com","When you need a roofer you can count on in O'ahu, HI, you need the experts at On Top Roofing. Call us today at 808-744-7144 to schedule your consultation appointment.","https://facebook.com/294248867434856","Unknown","","kimot@live.com","https://facebook.com/294248867434856","","When you need a roofer you can count on in O'ahu, HI, you need the experts at On Top Roofing. Call us today at 808-744-7144 to schedule your consultation appointment.","https://static.cdn-website.com/runtime/favicon_d1_res.ico",85,"success"
"Allcon Roofing","http://allconroofing483600589.localsearch.com","Nashville","","","","","Unknown","","","","","","",50,"success"
"Proline Exteriors","http://prolineexteriorsva.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Five Star Roofing","http://fivestarroofinghi.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"R S Toyama Roofing Service Inc.","http://rstoyamaroofingserviceinchi.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Schmucker Roofing","https://schmuckerroofing.com","Fort Wayne","","","","","Unknown","","","","","","data:;",60,"success"
"TJ Exteriors","","Minneapolis","","","","","","","","","","","",0,"error"
"Best Solar Installation","http://bestsolarinstallation550871361.localsearch.com","Houston","","","","","Unknown","","","","","","",50,"success"
"All Faith Roofing","http://allfaithroofing.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Aspect General Contractor LLC","http://aspectgeneralcontractorllc.localsearch.com","Houston","","","","","Unknown","","","","","","",50,"success"
"Kings Roofing & Foam","http://www.kingsroofinghi.com","Honolulu","","kingsroofinghi@gmail.com","We specialize in metal roofing in Honolulu.","","Unknown","","kingsroofinghi@gmail.com","","","We specialize in metal roofing in Honolulu.","https://nebula.wsimg.com/ca26ccc192c50188666997bde44f06a0?AccessKeyId=D220A956872F7857176B&disposition=0&alloworigin=1",70,"success"
"Bailey Roofing Company Inc","http://www.baileyroofingco.com","Chesapeake","","your@email.com, baileyroofing@aol.com","Turn to a reliable roofing contractor. Bailey Roofing Company Inc in Norfolk, VA is here to assist you with all your roofing needs and concerns.","https://twitter.com/intent/tweet?original_referer=http%3A%2F%2Fbaileyroofingco.com%2F&ref_src=twsrc%5Etfw&text=%C2%A0%20Roofing%20Contractor%20%7C%20Roofing%20Norfolk%20%7C%20Bailey%20Roofing%20Company%20Inc%3A&tw_p=tweetbutton&url=http%3A%2F%2Fbaileyroofingco.com%2F%23.V_UDB_V0ZBM.twitter","Unknown","","baileyroofing@aol.com, your@email.com","https://twitter.com/intent/tweet?original_referer=http%3A%2F%2Fbaileyroofingco.com%2F&ref_src=twsrc%5Etfw&text=%C2%A0%20Roofing%20Contractor%20%7C%20Roofing%20Norfolk%20%7C%20Bailey%20Roofing%20Company%20Inc%3A&tw_p=tweetbutton&url=http%3A%2F%2Fbaileyroofingco.com%2F%23.V_UDB_V0ZBM.twitter","","Turn to a reliable roofing contractor. Bailey Roofing Company Inc in Norfolk, VA is here to assist you with all your roofing needs and concerns.","https://irp.cdn-website.com/23c02602/site_favicon_16_1709823456930.ico",75,"success"
"Ray Cornelison's Mobile Home","http://raycornelisonsmobilehome.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Certified Roofing","https://www.roofingcontractorscottsdaleaz.com","Chandler","","sortiz.certifiedroofing@gmail.com","Roofing Contractor Scottsdale, AZ","https://facebook.com/CertifiedRoofingAZ?mibextid=LQQJ4d, https://instagram.com/certified_roofing_llc?igsh=MTlqMHJhMGw5ZXYzeA%3D%3D&utm_source=qr","Unknown","","sortiz.certifiedroofing@gmail.com","https://facebook.com/CertifiedRoofingAZ?mibextid=LQQJ4d, https://instagram.com/certified_roofing_llc?igsh=MTlqMHJhMGw5ZXYzeA%3D%3D&utm_source=qr","","Roofing Contractor Scottsdale, AZ ","https://irp-cdn.multiscreensite.com/2e350a3a/dms3rep/multi/cropped-Certified-Roofing-logo-2017.png",85,"success"
"Vintage Roofing & Solar","http://vintageroofingsolar.localsearch.com","San Bernardino","","","","","Unknown","","","","","","",50,"success"
"Bradshaw Carol","http://bradshawcarol.localsearch.com","San Bernardino","","","","","Unknown","","","","","","",60,"success"
"Cross Country Roofing, LLC","http://crosscountryroofingllc.localsearch.com","Chandler","","","","","Unknown","","","","","","",60,"success"
"Grand Roofing Inc","http://grandroofinginc.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"LFL Roofing","http://lflroofing.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"C R W H I","http://crwhi.localsearch.com","Honolulu","","","","","Unknown","","","","","","",60,"success"
"Roofing Service Mesa","http://roofingservicemesa.localsearch.com","Chandler","","","","","Unknown","","","","","","",50,"success"
"Rapid Roofing","http://rapidroofing12393774.localsearch.com","San Bernardino","","","","","Unknown","","","","","","",50,"success"
"All County Roofing & Heating","http://allcountyroofingheating.localsearch.com","San Francisco","","","","","Unknown","","","","","","",60,"success"
"E J Jure Roofing Co","http://jureroofingsolar.com","San Bernardino","","error","","","","","","","","566bet oferece os melhores jogos de cassino online no Brasil. Jackpots incríveis, bônus generosos e diversão garantida. Jogue com segurança!","http://jureroofingsolar.com/favicon.ico",60,"success"
"Plumbing Service In Arcola IN","http://plumbingserviceinarcolain.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",60,"success"
"Advanced Metals Incorporated","http://advancedmetalsincorporated.localsearch.com","San Bernardino","","","","","Unknown","","","","","","",50,"success"
"Rony Roofing","http://ronyroofing.localsearch.com","Houston","","","","","Unknown","","","","","","",50,"success"
"Jure Roofing And Solar","http://jureroofandsolar.com","San Bernardino","","","","","Unknown","","","","","","",60,"success"
"Fast Track Roofing","https://www.fasttrackroofing.com","Houston","","error","","","","","","","","","",60,"success"
"Jure Roofing and Solar","http://jureroofingandsolarca.localsearch.com","Fontana","","","","","Unknown","","","","","","",50,"success"
"Clear Sun Solar Panel Cleaning, Window Cleaning & Rain Gutter Service","http://clearsunsolarpanelcleaningwindowcleaningraingutterservice.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Amish Craftsmen, LLC","http://amishcraftsmenllc.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",60,"success"
"Reitzel Roofing and Exteriors","http://reitzelexteriors.com","Chesapeake","","info@reitzelexteriors.com","Trusted Roofers Virginia Beach since 2004. Roof repair, replacement & storm damage experts. Licensed & insured. Free inspections. Call 757-513-7053.","https://www.linkedin.com/company/reitzel-roofing-exteriors, https://www.facebook.com/ReitzelHI, https://www.instagram.com/reitzelroofing/","Unknown","","info@reitzelexteriors.com","https://www.linkedin.com/company/reitzel-roofing-exteriors, https://www.instagram.com/reitzelroofing/, https://www.facebook.com/ReitzelHI","","Trusted Roofers Virginia Beach since 2004. Roof repair, replacement & storm damage experts. Licensed & insured. Free inspections. Call 757-513-7053.","https://reitzelexteriors.com/wp-content/uploads/2025/01/cropped-639790ad4279524dcc4dd310-1-32x32.webp",65,"success"
"Aquashield Roofing Corp","http://www.exteriorexpertsofvirginia.com","Chesapeake","","","Aquashield Roofing is your trusted Virginia Beach Roofing Company. Expert roofers offering residential & commercial roof repair, replacement near you in VA Beach & Hampton Roads. Free Estimates! 757-553-5191","https://www.linkedin.com/pub/aquashield-roofing-corp/a4/482/ab5, http://www.facebook.com/Virginiabeachroofing, https://twitter.com/roofingvabeachx","Unknown","","","https://twitter.com/roofingvabeachx, http://www.facebook.com/Virginiabeachroofing, https://www.linkedin.com/pub/aquashield-roofing-corp/a4/482/ab5","","Aquashield Roofing is your trusted Virginia Beach Roofing Company. Expert roofers offering residential & commercial roof repair, replacement near you in VA Beach & Hampton Roads. Free Estimates! 757-553-5191","http://www.exteriorexpertsofvirginia.com/images_index/favicon.ico",65,"success"
"Advanced Roofing & Raingutters","http://advancedroofingraingutters.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Innovation Contractor","http://innovationcontractor.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"All Iowa Roofing","http://alliowaroofing.localsearch.com","94. Des Moines","","","","","Unknown","","","","","","",50,"success"
"""Pedro's Roofing""","http://pedrosroofingca.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"The Roofing Experts","http://yellowpages.com/san-francisco-ca/mip/lee-family-corporation-22277446","San Francisco","","","","","Unknown","","","","","","",60,"success"
"Mike R Minnick Roofing","http://minnickroofing.com","Fresno","","error","","","","","","","","","",0,"error"
"Express Roofing & Seal Coating","http://expressroofingsealcoating.localsearch.com","San Bernardino","","","","","Unknown","","","","","","",50,"success"
"San Francisco Roofing HF INC","http://sanfranciscoroofinghfinc.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Ss Services","http://ssservicestn.localsearch.com","Nashville","","","","","Unknown","","","","","","",50,"success"
"Compare Roofing Experts","","Laredo","","","","","","","","","","","",0,"error"
"Bruggeman Exteriors and Roofing","","Minneapolis","","","","","","","","","","","",0,"error"
"Rice Construction","http://riceconstructionin.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Ozaki Roofing Inc","http://yellowpages.com/honolulu-hi/mip/ozaki-r-t-roofing-inc-459574236","Honolulu","","","","","Unknown","","","","","","",60,"success"
"Meyer William & Company","http://www.wmeyer.com","San Francisco","","property@wmeyer.com, user@domain.com","","https://www.instagram.com/, https://www.facebook.com/, https://linkedin.com/","Unknown","","property@wmeyer.com, user@domain.com","https://linkedin.com/, https://www.instagram.com/, https://www.facebook.com/","Contact Login","","https://images.squarespace-cdn.com/content/v1/68ca4c9b2e942f5e2f2d9082/ec08e9b3-3b59-4990-a1be-1de991e95fde/favicon.ico?format=100w",55,"success"
"Compare Roofing Experts","","Laredo","","","","","","","","","","","",0,"error"
"Roofing Supply Group","http://roofingsupplygroup.com","Fresno","","","Beacon brands consolidated into one Beacon brand.","https://www.instagram.com/qxoinc/, https://www.facebook.com/QXOInc, https://www.linkedin.com/company/qxoinc/","Unknown","","","https://www.facebook.com/QXOInc, https://www.linkedin.com/company/qxoinc/, https://www.instagram.com/qxoinc/","","Beacon brands consolidated into one Beacon brand.","http://roofingsupplygroup.com/images/qxo.ico",65,"success"
"Qxo","https://www.qxo.com","San Bernardino","","","Discover QXO.com, one of the largest distributors of commercial and residential roofing products, complementary construction, and building materials serving the entire United States and six Canadian provinces","https://www.instagram.com/qxoinc/, https://www.facebook.com/QXOInc, https://www.linkedin.com/company/qxoinc/","Brad Jacobs","","","https://www.facebook.com/QXOInc, https://www.linkedin.com/company/qxoinc/, https://www.instagram.com/qxoinc/","Brad Jacobs","Discover QXO.com, one of the largest distributors of commercial and residential roofing products, complementary construction, and building materials serving the entire United States and six Canadian provinces","https://www.qxo.com/images/qxo.ico",65,"success"
"Des Moines High Point Roofing","http://desmoineshighpointroofing.localsearch.com","94. Des Moines","","","","","Unknown","","","","","","",50,"success"
"Boral Roofing","http://boralroofingca.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Compare Roofing Experts","http://compareroofingexpertsnj.localsearch.com","Laredo","","","","","Unknown","","","","","","",50,"success"
"California Roofing Co","http://californiabatteriesinc.com","San Bernardino","","californiabatteriesinc.com@gmail.com","","https://www.facebook.com/California-Batteries-Inc-San-Bernardino-1579329935509741/, https://www.facebook.com/CaliforniaBatteriesInc.Victorville/, https://www.facebook.com/California-Batteries-Inc-Fontana-643159726022542/","Unknown","","californiabatteriesinc.com@gmail.com","https://www.facebook.com/CaliforniaBatteriesInc.Victorville/, https://www.facebook.com/CaliforniaBatteriesInc.Hesperia/, https://www.facebook.com/California-Batteries-Inc-San-Bernardino-1579329935509741/","","","http://californiabatteriesinc.com/wp-content/uploads/2016/05/California-Batteries-Nueevo-Logo.jpg",65,"success"
"Stout Roofing Inc","https://stoutroofing.com/free-estimate","Chandler","","","Get a fast, honest quote for roof inspections, repairs, re-roofs, new roofs, and solar installs. Transparent pricing. No pressure—just clear options. Contact us today!","https://www.facebook.com/StoutRoofingInc/, https://www.instagram.com/stout.roofing.inc/, https://www.linkedin.com/company/stout-roofing-inc-/","Unknown","","","https://www.linkedin.com/company/stout-roofing-inc-/, https://www.instagram.com/stout.roofing.inc/, https://www.facebook.com/StoutRoofingInc/","","Get a fast, honest quote for roof inspections, repairs, re-roofs, new roofs, and solar installs. Transparent pricing. No pressure—just clear options. Contact us today!","https://stoutroofing.com/wp-content/uploads/2023/02/cropped-stout1-32x32-1.png",75,"success"
"Bryant Roofing & Solar","https://bryantroofingandsolar.com/about-us","Fresno","","error","","","","","","","","","",0,"error"
"Stublen Roofing","https://www.stublenroofing.com","Chesapeake","","hhhome@stublenroofing.com, your@email.com, home@stublenroofing.com","Stublen Roofing is a roofing contractor in Portsmouth, VA. We specialize in asphalt shingle roof replacements, flat membrane roofing, & fortified roofing systems.","https://www.instagram.com/reel/DScqlFrkeXB/, https://www.instagram.com/p/DSiOfOBkud8/, https://instagram.com/stublenroofing","Unknown","","your@email.com, home@stublenroofing.com, hhhome@stublenroofing.com","https://www.facebook.com/StublenRoofing/, https://instagram.com/stublenroofing","","Stublen Roofing is a roofing contractor in Portsmouth, VA. We specialize in asphalt shingle roof replacements, flat membrane roofing, & fortified roofing systems. ","https://irp.cdn-website.com/6acc5234/dms3rep/multi/57x57-Stublen_Roofing_logo-2025.png",75,"success"
"Mrc Roofing","http://www.mrcroofinghawaii.com","Honolulu","","mrc@mrcroofing.com","Best Reroofing and Repair Contractor Honolulu, Oahu, Hawaii. Specialties: Spray Foam Insulation, asphalt shingles, flat, Gaco silicone, Hydrostop acrylic, cedar wood shake, metal, copper, steel, tile - Monier/Japanese and solar fans. We install with quality because we don’t want repeat customers.","https://www.facebook.com/mrcroofing/","Unknown","","mrc@mrcroofing.com","https://www.facebook.com/mrcroofing/","","Best Reroofing and Repair Contractor Honolulu, Oahu, Hawaii. Specialties: Spray Foam Insulation, asphalt shingles, flat, Gaco silicone, Hydrostop acrylic, cedar wood shake, metal, copper, steel, tile - Monier/Japanese and solar fans. We install with quality because we don’t want repeat customers.","http://www.mrcroofinghawaii.com/img/icon.ico",75,"success"
"JC&C Roofing Company","https://www.myroofimprovement.com","Houston","","info@jccroofing.com, hello@jccroofing.com, your@email.com","Get your roof repaired by Houston's Go-To Roofing Experts, delivering reliable service for storm damage and ongoing maintenance. Click here.","","Unknown","","info@jccroofing.com, hello@jccroofing.com, your@email.com","","Founder","Get your roof repaired by Houston's Go-To Roofing Experts, delivering reliable service for storm damage and ongoing maintenance. Click here.","https://www.myroofimprovement.com/wp-content/uploads/2025/11/cropped-JCC-Roofing-Company-in-Houston-Main-New-Logo-32x32.webp",70,"success"
"All Valley Roofing","http://allvalleyroofing.com","Fresno","","","Get the top-notch roofing services from All Valley Roofing, Sacramento. We assure to obtain many years of striking beauty and durable roofing protection.","","Unknown","","","","","Get the top-notch roofing services from All Valley Roofing, Sacramento. We assure to obtain many years of striking beauty and durable roofing protection.","https://allvalleyroofing.com/wp-content/uploads/2018/12/all-valley-roofing-logo.png",50,"success"
"D & R Roofing Contractor","http://drroofingcontractor.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Bradford Cameron Inc","http://yellowpages.com/virginia-beach-va/mip/proline-exteriors-481036112","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Radius Construction","https://radiusfresno.com","Fresno","","radiussteve@yahoo.com","Trust us at Radius Construction in Fresno, CA for professional home exterior renovation services. Visit our website for more information.","","Unknown","","radiussteve@yahoo.com","","","Trust us at Radius Construction in Fresno, CA for professional home exterior renovation services. Visit our website for more information.","https://radiusfresno.com/wp-content/uploads/2021/09/cropped-favicon-1-32x32.jpg",80,"success"
"Custom Remodelers, Inc.","","Minneapolis","","","","","","","","","","","",0,"error"
"Construction Con Dios  LLC","","Minneapolis","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","Denver","","","","","","","","","","","",0,"error"
"Archibeque Roofing","","Denver","","","","","","","","","","","",0,"error"
"Lengacher Construction Company","https://www.lengacherbrothers.com","Fort Wayne","","error","","","","","","","","","",0,"error"
