category,state,company_name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Auto Body Shops,New York NY,AA Auto Repair & Towing Inc,(718) 856-1455,139 S 4th St,"Brooklyn, NY 11211",NY,11211.0,http://aaautorepairtowinginc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Chicago IL,Benjas Towing,(773) 671-5519,5028 S Lawndale Ave,"Chicago, IL 60632",IL,60632.0,http://benjastowing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Big Boy Mobile Detailing,(954) 652-9501,,"Fort Lauderdale, FL 33322",FL,33322.0,http://bigboymobiledetailing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Louisville KY,Parrish Auto Frame & Sales,(812) 969-9111,2027 Apple Ln SE,"Elizabeth, IN 47117",IN,47117.0,http://yellowpages.com/elizabeth-in/mip/corvetterestoration-com-474039486,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Renton Transmissions,(425) 235-0101,4233 NE Sunset Blvd,"Renton, WA 98059",WA,98059.0,http://rentontransmission.com,,41 Years,no,,,,, | ,https://rentontransmission.com/wp-content/uploads/2014/02/rtransmission.ico,60,success,USA,Auto Services
Auto Parts,Memphis TN,Exide Industrial Battery Division-Esb Incorporated,(901) 345-0193,2146 Venture Dr,"Memphis, TN 38131",TN,38131.0,http://local.acdelco.com/acdelcodma/tss.aspx?o=l&refined=false&id=654755&c=vgn,,21 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Memphis TN,Mid-South Generator And Starter Co,(901) 357-0253,3995 Thomas St,"Memphis, TN 38127",TN,38127.0,http://www.midsouthmaintenance.com,,45 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto Body Parts,Cincinnati OH,Automotive Collison Experts,(513) 752-5500,1245 Old State Route 74,"Batavia, OH 45103",OH,45103.0,http://aceautomotivecollisionexperts.com,,(1),no,,,,,,,0,timeout,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,All Glass & Mirror,(754) 666-4056,4100 N Powerline Rd,"Pompano Beach, FL 33073",FL,33073.0,http://superiorframelessshowers.com,,35 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto Glass Repair,Fort Lauderdale FL,Gator Auto Glass,(954) 450-9199,3701 SW 130th Ave,"Miramar, FL 33027",FL,33027.0,https://gatorautoglassrepair.com,,,no,,,,,,,0,timeout,USA,Auto Services
Remanufactured Engines,Seattle WA,Volvo Saab Repair Bellevue,(888) 334-6371,13551 SE 27th Pl # 112,"Bellevue, WA 98005",WA,98005.0,http://volvosaabrepairbellevue.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Memphis TN,Auto Specialist Of Memphis,(901) 937-6900,5250 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://autospecialistofmemphis.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,New York NY,Hastings Auto Restorations Ltd,(212) 473-4448,114 E 32nd St,"New York, NY 10016",NY,10016.0,http://yellowpages.com/new-york-ny/mip/ferraro-collision-560214308,,54 Years,no,,,,,,,65,success,USA,Auto Services
Auto Glass Repair,Nashville TN,J and L Auto Glass,(615) 294-7254,,"Hendersonville, TN 37075",TN,37075.0,http://www.jlautoglass.com,,21 Years,no,,,https://www.facebook.com/pg/JandLAutoGlass/reviews/?ref=page_internal,,"Christian, Family Owned, American Mobile Auto Glass Shop. Replace &amp;amp; Repar All Auto Glass In Middle Tenneessee",http://www.angieslist.com/webbadge/PurlImage.ashx?bid=2c230b2f581bc103dc8daa7f6b588853,65,success,USA,Auto Services
Auto Repair,Tampa FL,Joe Hudson's Collision Center,(813) 321-2386,7014 E Adamo Dr,"Tampa, FL 33619",FL,33619.0,https://jhcc.com/locations/auto-body-shop-tampa-fl/?utm_source=yext&utm_medium=organic&utm_campaign=tampa-adamo&y_source=1_MjQxMzAxODUtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,37 Years,no,,"Marlboro@jhcc.com, Essex@jhcc.com, portneches@jhcc.com","https://www.instagram.com/explore/tags/joehudsoncollisioncenter/, https://www.facebook.com/joehudsonscollisioncenter",,"Need high quality auto body & collision repairs done now? Contact our service reps in Tampa, Florida today! Our results are guaranteed.",https://jhcc.com/wp-content/themes/jhcc/apple-touch-icon.png,75,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Ut & T Auto Services,(206) 241-3794,14120 Tukwila International Blvd,"Tukwila, WA 98168",WA,98168.0,http://yellowpages.com/burien-wa/mip/t-auto-repair-9155739,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,New York NY,Changs Auto Union Street,(718) 522-6973,95 Van Brunt St,"Brooklyn, NY 11231",NY,11231.0,http://yellowpages.com/brooklyn-ny/mip/international-trucks-auto-7100042,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Winners Automotive,(206) 241-0112,864 SW 136th St,"Burien, WA 98166",WA,98166.0,https://www.winnersautomotive.com,,,no,,,,,,,70,success,USA,Auto Services
Tire Shops,Cleveland OH,Douglas Tire & Detail,(216) 441-9868,8703 Garfield Blvd,"Cleveland, OH 44125",OH,44125.0,http://douglastiredetail.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Tampa FL,Car Mechanic Tampa Florida,(813) 940-7338,7207 S West Shore Blvd,"Tampa, FL 33616",FL,33616.0,http://carmechanictampaflorida.localsearch.com,,27 Years,no,,,,,,,50,success,USA,Auto Services
Towing,Chicago IL,Ambers Towing Service,(773) 261-1223,,"Chicago, IL 60639",IL,60639.0,http://amberstowingservice.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cleveland OH,Rainbow Muffler & Brake,(216) 671-9500,4301 W 130th St,"Cleveland, OH 44135",OH,44135.0,http://www.rainbowmuffler.net,,46 Years,no,,,,,,data:;,60,success,USA,Auto Services
Towing,Chicago IL,Gruas en Chicago y Suburbios,(773) 410-2135,,"Chicago, IL 60625",IL,60625.0,https://www.gruasenchicago.com,,,no,,,"http://www.linkedin.com, https://www.facebook.com/imcreator, https://www.twitter.com/imcreator",,GRUAS EN CHICAGO,https://lh3.googleusercontent.com/SACCj3vY3EVKUlLOlSVxF7SYlsOc8w0mqdMMjM0gVO0QI0A72oq2ktcu48_yAx0FiHr3k2QdxQzJHb2FO8_s_h8VCl-47zVo8czsqoIDtX1MGA,75,success,USA,Auto Services
Auto Parts,Memphis TN,Pep Boys Auto Service & Tire,(901) 213-9150,5285 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,https://www.pepboys.com,,9 Years,no,,,,,px-captcha,,80,success,USA,Auto Services
Auto Glass Repair,Nashville TN,Signature Glassworks,(615) 490-3155,1965 Nolensville Pike,"Nashville, TN 37211",TN,37211.0,https://sgwtn.com,,,no,,,,,,,0,error,USA,Auto Services
Oil Change,Cleveland OH,Annie’s Auto - Cleveland,(216) 651-0900,9944 Lorain Ave,"Cleveland, OH 44102",OH,44102.0,https://www.anniesauto.com?y_source=1_mta0ndcwnzcxnc01ntmtbg9jyxrpb24ud2vic2l0zq%3d%3d,,5 Years,no,,,"https://facebook.com/100090119730029, https://www.facebook.com/profile.php?id=61557298613204, https://www.facebook.com/people/Annies-Auto-Avon/100090915612520/",,"For any auto repair services you need in the Cleveland area, come to Annie’s Auto! Our honest, certified technicians will complete any auto repair or car service.",https://irp.cdn-website.com/4a503a6a/site_favicon_16_1711031010935.ico,75,success,USA,Auto Services
Towing,Chicago IL,G & S Towing,(708) 372-5456,5416 S Ridgeway Ave,"Chicago, IL 60632",IL,60632.0,http://gstowingil.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cleveland OH,Superlube Complete Car Care Center,(216) 651-0900,9944 Lorain Ave,"Cleveland, OH 44102",OH,44102.0,http://yellowpages.com/cleveland-oh/mip/petroliance-495431018,,41 Years,no,,,,,,,65,success,USA,Auto Services
Oil Change,Cleveland OH,Terry's North Coast Auto,(216) 391-7446,3328 Saint Clair Ave NE,"Cleveland, OH 44114",OH,44114.0,http://www.terrysnorthcoastauto.net,,48 Years,no,,,,,,,60,success,USA,Auto Services
Oil Change,Cleveland OH,Take 5 Oil Change,(440) 305-0009,17780 Bagley Rd,"Cleveland, OH 44130",OH,44130.0,https://www.take5.com/locations/oil-change/ohio/cleveland/30134,,,no,,take5.shop134@take5oilchange.com,"https://twitter.com/take5_oilchange, https://www.facebook.com/Take5OilChange/, https://www.instagram.com/take5oilchange/",,Stay in your car for a 10 minute oil change at Take 5 Oil Change in Cleveland at 17780 Bagley Rd. Visit our location near you for fast friendly service!,https://www.take5.com/favicon.ico,85,success,USA,Auto Services
Tire Shops,Cleveland OH,Tire Express and Auto Service,(216) 417-7124,1485 Warrensville Center Rd,"Cleveland, OH 44121",OH,44121.0,http://tireexpressandauto.com,,9 Years,no,,,,,,,0,error,USA,Auto Services
Auto Repair,Tampa FL,Express Oil Change & Tire Engineers,(813) 683-4242,3861 W Waters Ave,"Tampa, FL 33614",FL,33614.0,https://www.expressoil.com/stores/tampa/fl/0891/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=0891,,,no,,,,,"Visit Express Oil Change & Tire Engineers at 3861 W Waters Ave in Tampa, FL for fast oil changes, automotive repair services, mechanics, and more!",https://www.r2cthemes.com/eocte/i/favicon/apple-touch-icon.png,85,success,USA,Auto Services
Remanufactured Engines,Memphis TN,Grady's Garage,(870) 394-9537,389 State Highway 77,"West Memphis, AR 72301",AR,72301.0,http://yellowpages.com/west-memphis-ar/mip/jonesboro-overhead-door-co-467304716,,(1),no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,New York NY,Grand Collision Inc,(718) 852-3530,33 Grand Ave,"Brooklyn, NY 11205",NY,11205.0,http://grandcollisioninc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Seattle WA,V & P Japanese Auto Service,(206) 244-0099,136 SW 152nd St,"Burien, WA 98166",WA,98166.0,http://yellowpages.com/burien-wa/mip/t-auto-repair-9155739,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Parts,Louisville KY,Eurton's Hillside Motors,(812) 923-1831,6382 State Road 64,"Georgetown, IN 47122",IN,47122.0,http://eurtonshillsidemotors.localsearch.com,,25 Years,no,,,,,,,50,success,USA,Auto Services
Towing,Chicago IL,SCT Service,(773) 254-1444,3611 S Iron St,"Chicago, IL 60609",IL,60609.0,,,28 Years,no,,,,,,,0,error,USA,Auto Services
Auto Body Parts,Louisville KY,Factory Finish Collision,(812) 501-5076,6382 State Road 64,"Georgetown, IN 47122",IN,47122.0,,,,no,,,,,,,0,error,USA,Auto Services
Oil Change,Cleveland OH,West  Park Auto Care,(216) 252-5086,13960 Lorain Ave,"Cleveland, OH 44111",OH,44111.0,,,(2),no,,,,,,,0,error,USA,Auto Services
Auto Glass Repair,Nashville TN,Premier Auto Glass,(615) 955-3777,1613 Murfreesboro Pike,"Nashville, TN 37217",TN,37217.0,,,,no,,,,,,,0,error,USA,Auto Services
Remanufactured Engines,Memphis TN,T & H Auto Import,(901) 531-6243,3600 Old Getwell Rd,"Memphis, TN 38118",TN,38118.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Glass Repair,Nashville TN,Capital City Auto Glass,(615) 955-3006,,"Nashville, TN 37203",TN,37203.0,,,(1),no,,,,,,,0,error,USA,Auto Services
Auto Body Parts,Birmingham AL,AutoZone Auto Parts,(205) 841-3237,1720 Pinson Valley Pkwy,"Birmingham, AL 35217",AL,35217.0,https://www.autozone.com/locations/al/birmingham/1720-pinson-valley-pkwy.html,,47 Years,no,,,,,px-captcha,,80,success,USA,Auto Services
Auto Body Parts,Birmingham AL,AutoZone Auto Parts,(205) 925-7464,1545 Bessemer Rd,"Birmingham, AL 35208",AL,35208.0,https://www.autozone.com/locations/al/birmingham/1545-bessemer-rd.html,,47 Years,no,,,,,px-captcha,,85,success,USA,Auto Services
Auto Body Parts,Louisville KY,Bales Motor Co Inc,(812) 944-3598,9006 Atkins Rd,"Floyds Knobs, IN 47119",IN,47119.0,http://www.balesmotor.net/service/index.htm,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Mechanics of Tampa,(813) 993-0994,11612 N Nebraska Ave,"Tampa, FL 33612",FL,33612.0,http://mechanicsoftampa.localsearch.com,,23 Years,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Tampa FL,Tampa Car Window Repair,(813) 607-6718,7021 W Waters Ave,"Tampa, FL 33634",FL,33634.0,http://tampacarwindowrepair.localsearch.com,,30 Years,no,,,,,,,60,success,USA,Auto Services
Towing,Chicago IL,Gordon's Towing,(773) 454-1430,1935 N California Ave,"Chicago, IL 60647",IL,60647.0,http://gordonstowingil.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Chicago IL,Action Junk Removal,(773) 969-6962,7207 S Racine Ave,"Chicago, IL 60636",IL,60636.0,http://actionjunkremovalil.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cleveland OH,Masters Auto Service,(216) 749-1331,4463 State Rd,"Cleveland, OH 44109",OH,44109.0,http://www.acdelco.com,,40 Years,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Pride Mobile Detailing,(786) 343-9179,,"Fort Lauderdale, FL 33304",FL,33304.0,http://pridemobiledetailing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cleveland OH,DMD Auto LLC,(216) 930-9782,2530 W 3rd Street,"Cleveland, OH 44113",OH,44113.0,http://dmdautollc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cleveland OH,Ronald Kurak,(216) 767-5899,6174 Broadview Rd,"Cleveland, OH 44134",OH,44134.0,http://ronaldkurak.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Memphis TN,Joe Cool Mobile Service,(901) 268-1119,5519 Kinbrook Cv,"Memphis, TN 38141",TN,38141.0,http://joecoolmobileservice.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Memphis TN,NAPA Auto Parts,(901) 452-1144,5275 Summer Ave,"Memphis, TN 38122",TN,38122.0,http://napaautoparts555762278.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cleveland OH,Medina Customs,(216) 268-2277,1132 Hayden Ave,"Cleveland, OH 44110",OH,44110.0,http://medinacustoms.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Broward Headlight Restoration,(754) 302-0769,,"Fort Lauderdale, FL 33327",FL,33327.0,http://browardheadlightrestoration.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Aesthetic Appeal Mobil Detailing,(954) 605-1265,,"Fort Lauderdale, FL 33304",FL,33304.0,http://aestheticappealmobildetailing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,New York NY,Top Mechanic Inc,(718) 624-6112,62 Penn St Ste B,"Brooklyn, NY 11249",NY,11249.0,http://topmechanicinc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Chicago IL,Patriot Towing,(773) 425-9863,5136 W Grand Ave,"Chicago, IL 60639",IL,60639.0,http://patriottowingil.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Parts,Birmingham AL,AutoZone Auto Parts,(205) 853-4461,9512 Parkway E,"Birmingham, AL 35215",AL,35215.0,https://www.autozone.com/locations/al/birmingham/9512-parkway-east.html,,47 Years,no,,,,,px-captcha,,85,success,USA,Auto Services
Car Stereo Systems,Birmingham AL,"Forsyth Consulting, Inc.",(205) 879-2892,Po Box 530728,"Birmingham, AL 35253",AL,35253.0,http://www.linkedin.com,,,no,,,"https://www.linkedin.com/top-content?trk=guest_homepage-basic_guest_nav_menu_topContent, https://www.linkedin.com/learning/search?trk=guest_homepage-basic_guest_nav_menu_learning, https://www.linkedin.com/pub/dir/+/+?trk=guest_homepage-basic_guest_nav_menu_people",,"1 billion members | Manage your professional identity. Build and engage with your professional network. Access knowledge, insights and opportunities.",https://static.licdn.com/aero-v1/sc/h/al2o9zrvru7aqj8e1x2rzsrca,75,success,USA,Auto Services
Auto Parts,Memphis TN,Miguel Express and Tire,(901) 428-2081,2190 E Shelby Dr,"Memphis, TN 38116",TN,38116.0,http://yellowpages.com/memphis-tn/mip/tire-zone-wheels-503866877,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Andre & Sons Mobile Detailing,(954) 253-3258,,"Fort Lauderdale, FL 33311",FL,33311.0,http://andresonsmobiledetailing.localsearch.com,,22 Years,no,,,,,,,60,success,USA,Auto Services
Towing,Chicago IL,Rey's Towing,(773) 616-6340,4623 W Schubert Ave,"Chicago, IL 60639",IL,60639.0,http://reystowing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Community Automotive Service,(206) 246-7500,14803 Ambaum Blvd SW,"Burien, WA 98166",WA,98166.0,http://communityautomotiveservice.localsearch.com,,21 Years,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Tampa Auto Air Conditioning,(813) 607-6708,16814 Le Clare Shores Dr,"Tampa, FL 33624",FL,33624.0,http://tampaautoairconditioning.localsearch.com,,29 Years,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,New York NY,Aaa Auto Body And Glass Expert,(646) 716-3601,83W 38st,"New York, NY 10003",NY,10003.0,http://aaaautobodyandglassexpert.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Chicago IL,Speed Line Towing & Recovery Inc,(773) 237-7550,5239 W Diversey Ave,"Chicago, IL 60639",IL,60639.0,http://speedlinetowingrecoveryinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Continental Mobile Automotive Service,(206) 365-4960,15711 Aurora Ave N,"Shoreline, WA 98133",WA,98133.0,http://continentalmobileautomotiveservice.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,Katz Bros Auto Parts,(901) 386-0777,5366 Crestview Rd,"Memphis, TN 38134",TN,38134.0,http://katzbrosautoparts.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Auto Service And Repair Tampa,(727) 339-6470,6022 Gunn Hwy,"Tampa, FL 33625",FL,33625.0,http://autoserviceandrepairtampa.localsearch.com,,39 Years,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Memphis TN,Warren Distribution Inc,(901) 818-0272,1520 Ivy Rd,"Memphis, TN 38117",TN,38117.0,http://warrendistributioninc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,Octopus,(901) 343-0229,3877 Winchester Rd,"Memphis, TN 38118",TN,38118.0,http://octopustn.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cleveland OH,Procare Automotive Service,(216) 932-4612,2643 Warrensville Center Rd,"Cleveland, OH 44118",OH,44118.0,http://procareautomotiveservice.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Revive Auto Salon,(754) 423-0885,,"Fort Lauderdale, FL 33304",FL,33304.0,http://www.reviveautosalon.com,,13 Years,no,,reviveautosalon@gmail.com,"https://www.facebook.com/Reviveautosalonftl/, https://www.instagram.com/reviveautosalonftl/",,,https://i0.wp.com/reviveautosalon.com/wp-content/uploads/2021/03/cropped-android-chrome-512x512-1.png?fit=32%2C32&ssl=1,55,success,USA,Auto Services
Auto Repair,Tampa FL,Joe Hudson's Collision Center,(813) 451-8000,6014 W Waters Ave,"Tampa, FL 33634",FL,33634.0,https://jhcc.com/locations/auto-body-shop-tampa-north/?utm_source=yext&utm_medium=organic&utm_campaign=tampa-Wwaters&y_source=1_MjQxMzAyNzQtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,37 Years,no,,"Marlboro@jhcc.com, Essex@jhcc.com, portneches@jhcc.com","https://www.instagram.com/explore/tags/joehudsoncollisioncenter/, https://www.facebook.com/joehudsonscollisioncenter",,"JHCC in Tampa North offers expert auto body repairs, including painting & dent removal, efficient service & insurance support for quick vehicle recovery.",https://jhcc.com/wp-content/themes/jhcc/apple-touch-icon.png,75,success,USA,Auto Services
Radiator Repair,Columbus OH,Burke Machining,(614) 971-5122,1705 Atlas St,"Columbus, OH 43228",OH,43228.0,http://yellowpages.com/columbus-oh/mip/mickes-quality-machining-499824264,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Seattle WA,North End Automotive,(206) 361-2641,1211 NE 175th St,"Shoreline, WA 98155",WA,98155.0,http://yellowpages.com/shoreline-wa/mip/earls-garage-inc-6283116,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Memphis TN,LMD Motorsports,(901) 529-7916,3865 Viscount Ave,"Memphis, TN 38118",TN,38118.0,http://yellowpages.com/memphis-tn/mip/turbochargers-504677340,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Ari Auto Resources,(206) 242-2336,16000 Christensen Rd,"Tukwila, WA 98188",WA,98188.0,http://yellowpages.com/burien-wa/mip/t-auto-repair-9155739,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,New York NY,Collision Capital Group Inc,(212) 397-7220,620 W 52nd St,"New York, NY 10019",NY,10019.0,http://collisioncapitalgroupincny.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Blue Star Auto Salon,(206) 367-1002,14720 Aurora Ave N,"Shoreline, WA 98133",WA,98133.0,http://www.bluestarautosalon.com,,,no,,admin@bluestarautosalon.com,"https://www.facebook.com/bluestarautosalon, https://www.instagram.com/bluestarautosalon/",,"Got dents or hail damage? Blue Star Auto Salon offers paintless dent repair, hail damage repair, detailing, ceramic coatings, and more. Book now!",https://i0.wp.com/bluestarautosalon.com/new2021/wp-content/uploads/2021/01/cropped-star-icon.png?fit=32%2C32&ssl=1,75,success,USA,Auto Services
Tire Shops,Cleveland OH,Hart All Auto,(216) 692-9990,598 E 185th St,"Cleveland, OH 44119",OH,44119.0,http://hartallauto.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Chicago IL,AM/PM Auto Towing,(773) 507-0558,3708 W 84th Pl,"Chicago, IL 60652",IL,60652.0,http://ampmautotowingil.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cleveland OH,Superlube Parma Hts,(440) 845-1117,7041 W 130th St,"Cleveland, OH 44130",OH,44130.0,http://superlubeparmahts.localsearch.com,,41 Years,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cleveland OH,Affordable Tire and Auto Repair,(216) 417-5757,15700 Lake Shore Blvd,"Cleveland, OH 44110",OH,44110.0,http://affordabletireandautorepair.localsearch.com,,20 Years,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,New York NY,Harlem Cars Inc,(212) 663-8080,1940 Adam Clayton Powell Jr Blvd,"New York, NY 10026",NY,10026.0,http://harlemcarsinc.localsearch.com,,(2),no,,,,,,,50,success,USA,Auto Services
Auto Parts,Memphis TN,Greene Turbine,(901) 308-2296,5390 Crestview Rd,"Memphis, TN 38134",TN,38134.0,http://greeneturbine.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Fleet Service 1,(206) 242-9500,1421 S 192nd St Ste 3,"Seatac, WA 98148",WA,98148.0,http://yellowpages.com/burien-wa/mip/firestone-complete-auto-care-474724139,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Tampa FL,Lesteiro Automotive Repair,(813) 965-4812,4721 N Grady Ave,"Tampa, FL 33614",FL,33614.0,http://lesteiroautomotiverepair.localsearch.com,,15 Years,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Phase II Auto Detailing,(954) 765-3305,532 W Sunrise Blvd,"Fort Lauderdale, FL 33311",FL,33311.0,http://phaseiiautodetailing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cleveland OH,Goodyear In Goldengate,(440) 461-1222,6420 Mayfield Rd,"Cleveland, OH 44124",OH,44124.0,http://yellowpages.com/mayfield-heights-oh/mip/gerber-collision-glass-520325598,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,New York NY,Dragon Auto Repair,(212) 695-0753,441 W 37th St,"New York, NY 10018",NY,10018.0,http://www.paragonautorepairny.com,,(1),no,,,,,"Paragon Auto Repair provides quality automotive repair to New York, NY and surrounding areas for years.",,70,success,USA,Auto Services
Auto Repair,Tampa FL,Express Oil Change & Tire Engineers,(813) 591-2591,6403 E County Line Rd,"Tampa, FL 33647",FL,33647.0,https://www.expressoil.com/stores/tampa/fl/0802/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=0802,,40 Years,no,,,,,"Visit Express Oil Change & Tire Engineers at 6403 E County Line Rd in Tampa, FL for fast oil changes, automotive repair services, mechanics, and more!",https://www.r2cthemes.com/eocte/i/favicon/apple-touch-icon.png,85,success,USA,Auto Services
Auto Body Parts,Louisville KY,Classic Restoration of Southern Indiana,(812) 923-0129,6225 Highway 150,"Floyds Knobs, IN 47119",IN,47119.0,http://www.classicrestorations-online.com/contact.htm,,32 Years,no,,info@classicrestorations-online.com,,,,,60,success,USA,Auto Services
Towing,Chicago IL,C & D Towing Inc,(773) 777-2850,3333 W Montrose Ave,"Chicago, IL 60618",IL,60618.0,http://www.canddtowing.com,,57 Years,no,,,,,,,0,error,USA,Auto Services
Auto Glass Repair,Nashville TN,Class Glass USA,(615) 254-7744,208 Fesslers Ln,"Nashville, TN 37210",TN,37210.0,,,28 Years,no,,,,,,,0,error,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Ties Auto Detailing Unit,(954) 467-8734,509 NW 15th Way,"Fort Lauderdale, FL 33311",FL,33311.0,http://tiesautodetailingunit.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cleveland OH,ANDREWS AUTO SERVICE,(216) 681-1699,2254 Hamilton Ave,"Cleveland, OH 44114",OH,44114.0,http://andrewsautoserviceoh.localsearch.com,,26 Years,no,,,,,,,60,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Perfect Match,(205) 281-5817,,,,,http://perfectmatchal.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Nashville TN,Glass Design Studios,(615) 513-1233,1001 Downey Dr,"Nashville, TN 37205",TN,37205.0,https://liddledesign.com,,,no,,,,,,,70,success,USA,Auto Services
Auto Glass Repair,Nashville TN,Looking Glass Strategy,(615) 585-6162,,"Nashville, TN 37221",TN,37221.0,http://lookingglassstrategy.com,,,no,,"technomapping@gmail.com, Technomapping@gmail.com",,,,,75,success,USA,Auto Services
Auto Body Shops,New York NY,88 Optical Hester Inc,(212) 343-1947,116 Mott St,"New York, NY 10013",NY,10013.0,http://88opticalhesterinc.localsearch.com,,(1),no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Touch Up & More,(954) 832-0320,833 Progresso Dr,"Fort Lauderdale, FL 33304",FL,33304.0,http://touchupmore.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Williams Enterprise,(954) 306-8452,2708 W Sunrise Blvd,"Fort Lauderdale, FL 33311",FL,33311.0,https://thewilliamsenterprise.com,,,no,,info@thewilliamsenterprise.com,"https://www.instagram.com/thewilliamsenterprise, https://www.facebook.com/profile.php?id=61560592421357%20",,,,85,success,USA,Auto Services
